anonymized_location_id,anonymized_brand_id (brands contain multiple locations),location_address,location_city,location_state,location_zip_code,Day of location_creation,location_latitude,location_longitude,stars_avg,service_type,check_avg,venue_type,location_name,Cuisine Types
1388,2679.0,916 W. 36th St.,Baltimore,MD,21211,2023-10-24,39.3313921,-76.6323156,4.4,full_service,high,casual_fine_dining,The Urban Oyster,"Brunch, Cocktails, Oysters, Seafood"
1389,1180.0,"3663 S. Las Vegas Boulevard, Suite 730",Las Vegas,NV,89109,2023-10-25,36.1091514,-115.1720099,4.5,full_service,mid,casual_dining,Rosa Mexicano - Las Vegas,"Agave Bar, Bar, Cocktails, LGBTQ+ Friendly, Mexican, Outdoor Seating, Pescatarian, Salads, Tacos, Woman-Operated"
1390,1215.0,1401 Race St,Cincinnati,OH,45202,2023-10-26,39.1104637,-84.51729,4.7,full_service,mid,fine_dining,Losanti,"Bar, Pasta, Steakhouse"
1391,2682.0,326 E 8th St,Cincinnati,OH,45202,2023-10-26,39.1054824,-84.50772,4.7,full_service,mid,fine_dining,Crown Cantina,"Agave Bar, Cocktails, Mexican"
1392,2302.0,720 Sycamore St,Cincinnati,OH,45202,2023-10-26,39.1050683,-84.5087869,4.7,full_service,mid,fine_dining,Crown Republic,"American Fare, GastroPub, Pasta"
1393,1935.0,300 E 7th St,Cincinnati,OH,45202,2023-10-26,39.1045702,-84.5086422,4.7,full_service,mid,fine_dining,Rosie's Italian,"Cocktails, Comfort Food, Italian"
1394,1216.0,1324 Vine St,Cincinnati,OH,45202,2023-10-26,39.1101289,-84.5150504,4.7,full_service,high,fine_dining,Five on Vine,"American Fare, Cocktails, Comfort Food"
1395,1936.0,"132 9th Ave, New York",New York,NY,10011,2023-10-26,40.7435859,-74.0032074,4.3,full_service,mid,casual_fine_dining,Bathtub Gin - NY,"Cocktail Bar, Cocktails, DJ, Late Night, Live Shows, Lounge, Speakeasy"
1397,490.0,1709 Benson Avenue,Evanston,IL,60201,2023-10-27,42.0488308,-87.6831066,4.3,full_service,low,casual_dining,Bat 17,"Beer, Burgers, Fries, Late Night, Pasta, Pizza, Sports"
1398,850.0, 504 Crescent Blvd.,Glen Ellyn,IL,60137,2023-10-27,41.876593,-88.0673055,4.7,full_service,low,casual_dining,Five 0 Four Kitchen,"Beer, Brunch, Cocktails, Coffee, Earth Day, Farm To Table, Late Night, Pasta, Salads, Seafood"
1399,1911.0,4601 N Broadway,Chicago,IL,60640,2023-10-27,41.9656547,-87.6571589,3.5,fast_casual,very_low,cafe,Stan's Donuts & Coffee - Uptown,"Cafe, Coffee, Donuts, Quick Bites"
1400,1938.0,2622 P St NW,Washington,DC,20007,2023-10-30,38.909219,-77.0554907,4.6,full_service,high,casual_fine_dining,La Bohème,"American Fare, Cocktail Bar, Standout Wine List, Wine Bar"
1401,812.0,201 W 3rd St.,Austin,TX,78701,2023-10-30,30.2655528,-97.7455322,4.1,full_service,mid,casual_dining,RedFarm - Austin,"Asian, Asian Fusion, Bar, Beer, Bib Gourmand, Casual, Chinese, Cocktail Bar, Cocktails, Date Night, Dumplings, Family Friendly, Farm To Table, Father's Day, Group Dining, Highly Rated, James Beard Nominated, Michelin Recommended, NYC Restaurant Week, Seafood, Small Bites, Southeast Asian, Takeout, Vegetarian Friendly, Wine"
1402,1218.0,3710 US-9,Freehold,NJ,07728,2023-10-31,40.2542315,-74.3013712,4.9,full_service,mid,casual_dining,Marmara,"Cocktails, Kebab, Mediterranean, Salads, Seafood, Small Bites"
1403,1217.0,1709 Benson Ave ,Evanston,IL,60201,2023-10-31,42.0488308,-87.6831066,4.5,full_service,low,casual_dining,Soli Grill,"Burgers, Cocktails, Earth Day, Fries, Plant-Based, Salads, Sushi, Vegan Friendly"
1404,2683.0,144 North Larchmont Boulevard,Los Angeles,CA,90004,2023-10-31,34.0743648,-118.3233759,4.7,unknown,mid,grocery_or_market,Suá,"Chinese, Locally Owned, Market, Quick Bites, Takeout, Woman-Operated"
1406,1530.0,135 Colorado Ave,Santa Monica,CA,91401,2023-11-02,34.0117918,-118.4947169,4.1,fast_casual,very_low,fast_casual,Tacos 1986 - Santa Monica,"Casual, Comfort Food, Family Friendly, Late Night, Mexican, Small Bites"
1408,1939.0,3252 NE 1st Ave. #109,Miami,FL,33137,2023-11-03,25.8072578,-80.1932587,3.9,full_service,very_high,casual_fine_dining,MAÜ,"Cocktails, Lounge, Mediterranean"
1409,851.0,1239 W 18th St.,Chicago,IL,60608,2023-11-06,41.8578178,-87.657778,4.6,full_service,mid,fine_dining,S.K.Y.,"American Fare, Cocktails, Seafood, Small Bites, Tasting Menu, Wine"
1410,852.0,105 E Cermak Rd.,Chicago,IL,60616,2023-11-06,41.8526966,-87.6234958,4.6,full_service,mid,fine_dining,Apolonia,"Brunch, Cocktails, Salads, Seafood, Small Bites, Standout Wine List"
1411,382.0,7900 Shelbyville Road G25,Louisville,KY,40222,2023-11-06,38.2470462,-85.6099166,4.3,full_service,mid,casual_dining,The Eagle - Oxmoor,"Casual, Cocktail Bar, Family Friendly, Fried Chicken, Outdoor Seating, Southern, Sports"
1412,2303.0,908 S. Olive Street,Los Angeles,CA,90015,2023-11-06,34.043388,-118.2583512,4.6,full_service,mid,casual_fine_dining,The Art Room,"American Fare, Brunch, Cocktail Bar, Coffee, Tacos"
1413,491.0,203 S Rosemead Blvd.,Pasadena,CA,91107,2023-11-06,34.1428429,-118.0736532,4.9,full_service,mid,casual_dining,Saucy Chick Goat Mafia,"Fusion, Healthy, Indian, Locally Owned, Mexican, Tacos"
1414,377.0,"155 Nassau Park Blvd, Suite 31",Princeton,NJ,08640,2023-11-07,40.304355,-74.6774185,4.4,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Princeton),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
1415,853.0,2911 District Ave.,Fairfax,VA,22031,2023-11-07,38.871724,-77.2292888,4.2,full_service,mid,casual_dining,Kirby Club - Mosaic,"Cocktails, DC Restaurant Week , Dancing, Kebab, Mediterranean"
1417,1574.0,1346 T Street,Washington,DC,20009,2023-11-07,38.9153446,-77.0315511,4.6,full_service,high,casual_fine_dining,Compass Rose,"Kebab, Seafood, Standout Wine List, Vegetarian"
1418,113.0,1323 N Mills Ave,Orlando,FL,32803,2023-11-08,28.5629654,-81.3642249,4.6,fast_casual,mid,casual_dining,Black Rooster Taqueria - Mills,"Family Friendly, Fast Casual, Mexican, Tacos"
1419,113.0,3097 Curry Ford Rd suite D,Orlando,FL,32806,2023-11-08,28.5244829,-81.3439378,4.6,fast_casual,mid,casual_dining,Black Rooster Taqueria - Curry,"Family Friendly, Fast Casual, Mexican, Tacos"
1420,2266.0,1818 N Hubbard St,Milwaukee,WI,53212,2023-11-08,43.0541156,-87.9082342,4.5,full_service,mid,casual_fine_dining,Avli - Milwaukee,"Bar, Brunch, Cocktails, Date Night, Family Friendly, Greek, Outdoor Seating"
1421,114.0,15 E 17th st,New York,NY,10003,2023-11-09,40.7376076,-73.9910716,4.4,full_service,high,casual_dining,Laut,"Asian, Asian Fusion, Beer, Casual, Cocktails, Date Night, Family Friendly, Group Dining, Highly Rated, Late Night, NYC Restaurant Week, Small Bites, Southeast Asian, Standout Wine List, Street Food, Takeout, Tasting Menu, Thai, Wine"
1422,854.0,31 E. 20th St.,New York,NY,10003,2023-11-09,40.7389849,-73.9889528,4.2,full_service,high,casual_fine_dining,Singapura,"Asian, Cocktails, Street Food"
1423,318.0,434 Amsterdam Ave.,New York,NY,10024,2023-11-09,40.7844885,-73.9777295,4.2,full_service,mid,casual_dining,Kancil,"Asian, Cocktails"
1426,1941.0,247 W. 72nd St.,New York,NY,10023,2023-11-09,40.7795772,-73.9832555,4.3,full_service,high,casual_fine_dining,Kebab Aur Sharab,"Bar, Indian, Kebab, Late Night"
1427,2706.0,20 East 17th Street,New York,NY,10003,2023-11-09,40.7372719,-73.9912396,4.4,full_service,high,casual_dining,Kanyakumari,"Bar, Cocktails, Indian, Locally Owned"
1428,849.0,504 W 24th St.,Austin,TX,78705,2023-11-10,30.2879367,-97.7426463,3.9,quick_service_restaurant,mid,bar,Victory Lap,"Bar, Beer, Cocktails, Father's Day"
1429,115.0,24-11 41st Ave,Long Island City,NY,11101,2023-11-13,40.7525717,-73.9393116,4.3,fast_casual,low,fast_casual,Instant Noodle Factory – Long Island City,"Asian, Ramen, Takeout"
1430,115.0,130 E 7th St.,New York,NY,10009,2023-11-13,40.7261182,-73.9839584,4.3,fast_casual,low,fast_casual,Instant Noodle Factory - Downtown,"Asian, Ramen, Takeout"
1431,1937.0,47 West Polk Street,Chicago,IL,60605,2023-11-13,41.8717634,-87.6290483,4.2,full_service,mid,casual_dining,Bar Louie - Printers Row,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1432,1937.0,"2223 North Westshore Boulevard, Unit B-202",Tampa,FL,33607,2023-11-13,27.9646682,-82.5206435,4.2,full_service,mid,casual_dining,Bar Louie - Tampa,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1433,1937.0,24337 Cedar Road,Lyndhurst,OH,44124,2023-11-13,41.5033923,-81.5021129,4.0,full_service,mid,casual_dining,Bar Louie - Lyndhurst,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1434,1937.0,4105 Levis Commons Boulevard,Perrysburg,OH,43551,2023-11-13,41.5278864,-83.6407451,4.3,full_service,mid,casual_dining,Bar Louie - Perrysburg,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1435,1937.0,110 South Kirkwood Road,Kirkwood,MO,63122,2023-11-13,38.5804583,-90.4062045,4.4,full_service,mid,casual_dining,Bar Louie - Kirkwood,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1436,1937.0,232 Patriot Place,Foxborough,MA,02035,2023-11-13,42.0936191,-71.2666212,3.9,full_service,mid,casual_dining,Bar Louie - Foxboro,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1437,1937.0,8332 Northfield Boulevard,Denver,CO,80238,2023-11-13,39.7807425,-104.8909135,3.9,full_service,mid,casual_dining,Bar Louie - Denver,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1438,1937.0,619 East Boughton Road,Bolingbrook,IL,60440,2023-11-13,41.7171525,-88.0425467,4.5,full_service,mid,casual_dining,Bar Louie - Bolingbrook,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1439,1937.0,37716 Six Mile Road,Livonia,MI,48152,2023-11-13,42.4123973,-83.416781,3.9,full_service,mid,casual_dining,Bar Louie - Livonia,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1440,1937.0,"17460 Hall Road, Unit 152",Clinton Township,MI,48038,2023-11-13,42.625568,-82.9440429,4.0,full_service,mid,casual_dining,Bar Louie - Clinton Township,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1441,1937.0,7700 Eagle Crest Boulevard,Evansville,IN,47715,2023-11-13,37.9760156,-87.4587715,4.2,full_service,mid,casual_dining,Bar Louie - Evansville,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1442,1937.0,11525 Cantrell Road,Little Rock,AR,72212,2023-11-13,34.7924089,-92.4024906,4.2,full_service,mid,casual_dining,Bar Louie - Little Rock,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1446,1937.0,3929 McCain Boulevard,North Little Rock,AR,72116,2023-11-13,34.7913644,-92.2282605,3.9,full_service,mid,casual_dining,Bar Louie - North Little Rock,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1454,1937.0,1318 Celebrity Circle,Myrtle Beach,SC,29577,2023-11-13,33.7176531,-78.8813659,3.9,full_service,mid,casual_dining,Bar Louie - Myrtle Beach,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1456,1937.0,7320 Aspect Dr,Granger,IN,46530,2023-11-13,41.7270406,-86.1791891,4.3,full_service,mid,casual_dining,Bar Louie - Granger,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1459,1937.0,24 Waterway Court,Spring,TX,77380,2023-11-13,30.1587771,-95.4597,4.2,full_service,mid,casual_dining,Bar Louie - Woodlands,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1460,1937.0,9 Main Street,Westlake,OH,44145,2023-11-13,41.460546,-81.9519898,4.4,full_service,mid,casual_dining,Bar Louie - Westlake,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1461,1937.0,3530 Von Schilling Drive,Hampton,VA,23666,2023-11-13,37.0435337,-76.393345,4.0,full_service,mid,casual_dining,Bar Louie - Hampton,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1462,1937.0,2000 East Rio Salado Parkway Suite 1220,Tempe,AZ,85281,2023-11-13,33.4333444,-111.9014101,4.1,full_service,mid,casual_dining,Bar Louie - Tempe,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1463,1937.0,"15900 La Cantera Parkway, Unit 22100",San Antonio,TX,78256,2023-11-13,29.5930828,-98.6182257,4.1,full_service,mid,casual_dining,Bar Louie - La Cantera,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1464,1937.0,20586 Easthampton Plaza,Ashburn,VA,20147,2023-11-13,39.0516355,-77.4542034,4.2,full_service,mid,casual_dining,Bar Louie - Ashburn,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1465,1937.0,4001 Bagpiper Way,Arlington,TX,76018,2023-11-13,32.6796221,-97.1050271,4.0,full_service,mid,casual_dining,Bar Louie - S Arlington,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1466,1937.0,14081 Promenade Commons Street,Gainesville,VA,20155,2023-11-13,38.7876761,-77.6062646,4.2,full_service,mid,casual_dining,Bar Louie - Gainesville,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1467,1937.0,7105 Mills Civic Parkway Suite 150,West Des Moines,IA,50266,2023-11-13,41.5648079,-93.8046817,4.5,full_service,mid,casual_dining,Bar Louie - Jordan Creek,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1468,1937.0,105 Chesterfield Valley Drive,Chesterfield,MO,63005,2023-11-13,38.6678205,-90.6105359,4.6,full_service,mid,casual_dining,Bar Louie - Chesterfield,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1469,1937.0,"1650 Beale Street, Unit 180",Saint Charles,MO,63303,2023-11-13,38.7659424,-90.4938108,4.5,full_service,mid,casual_dining,Bar Louie - St Charles,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1470,1937.0,13195 Parcher Avenue,Herndon,VA,20170,2023-11-13,38.9595158,-77.4035364,4.0,full_service,mid,casual_dining,Bar Louie - Herndon,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1471,1937.0,4100 North Alafaya Trail,Orlando,FL,32826,2023-11-13,28.5996844,-81.2094952,4.3,full_service,mid,casual_dining,Bar Louie - UCF,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1472,1937.0,8166 Park Lane,Dallas,TX,75231,2023-11-13,32.8695628,-96.7682621,3.9,full_service,mid,casual_dining,Bar Louie - Park Lane,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1473,1937.0,700 Baybrook Mall,Friendswood,TX,77546,2023-11-13,29.5457976,-95.1492404,4.2,full_service,mid,casual_dining,Bar Louie - Baybrook,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1474,1937.0,2960 Center Valley Parkway Suite 700,Center Valley,PA,18034,2023-11-13,40.5591169,-75.4109126,4.1,full_service,mid,casual_dining,Bar Louie - Center Valley,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1475,1937.0,8401 Brier Creek Parkway,Raleigh,NC,27617,2023-11-13,35.9072834,-78.7848532,4.1,full_service,mid,casual_dining,Bar Louie - Brier Creek,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1476,1937.0,190 East Stacy Road,Allen,TX,75002,2023-11-13,33.1279727,-96.6587213,4.3,full_service,mid,casual_dining,Bar Louie - Allen,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1477,1937.0,330 North Shore Drive Bdlg 1B,North Shore,PA,15212,2023-11-13,40.4462647,-80.0106355,4.1,full_service,mid,casual_dining,Bar Louie - North Shore,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1478,1937.0,755 New Jersey,East Brunswick,NJ,08816,2023-11-13,40.4333407,-74.4115246,4.2,full_service,mid,casual_dining,Bar Louie - East Brunswick,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1479,1937.0,9301 Tampa Ave Suite 218,Northridge,CA,91324,2023-11-13,34.2404679,-118.556476,4.2,full_service,mid,casual_dining,Bar Louie - Northridge,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1480,1937.0,7015 Semoran Boulevard,Orlando,FL,32822,2023-11-13,28.4620479,-81.308866,4.3,full_service,mid,casual_dining,Bar Louie - Orlando Air,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1481,1937.0,6770 North Sunrise Boulevard,Glendale,AZ,85305,2023-11-13,33.5354202,-112.2612215,3.9,full_service,mid,casual_dining,Bar Louie - Westgate,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1482,1937.0,8860 Apollo Way Suite 304,Downey,CA,90242,2023-11-13,33.9217658,-118.1314701,4.2,full_service,mid,casual_dining,Bar Louie - Downey,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1483,1937.0,7111 West Alaska Drive,Lakewood,CO,80226,2023-11-13,39.7094834,-105.0753839,3.9,full_service,mid,casual_dining,Bar Louie - Lakewood,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1484,1937.0,360 W Las Colinas Blvd,Irving,TX,75039,2023-11-13,32.8758117,-96.9438541,4.1,full_service,mid,casual_dining,Bar Louie - Music Factory,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1485,1937.0,15001 Potomac Town Place,Woodbridge,VA,22191,2023-11-13,38.6290986,-77.2874754,4.2,full_service,mid,casual_dining,Bar Louie - Stonebridge,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1486,1937.0,2467 Park Avenue,Tustin,CA,92782,2023-11-13,33.6969474,-117.8282439,4.3,full_service,mid,casual_dining,Bar Louie - Tustin,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1487,1937.0,8199 Sawyer Brown Road,Nashville,TN,37221,2023-11-13,36.0832399,-86.9440999,4.1,full_service,mid,casual_dining,Bar Louie - Bellevue,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1488,1937.0,8133 Honeygo Boulevard,Nottingham,MD,21236,2023-11-13,39.3712472,-76.4652106,4.1,full_service,mid,casual_dining,Bar Louie - White Marsh,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1489,1937.0,460 Orlando Avenue,Winter Park,FL,32789,2023-11-13,28.6016924,-81.362722,4.3,full_service,mid,casual_dining,Bar Louie - Winter Park,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1490,1937.0,44375 Twelve Mile Road Unit G-152,Novi,MI,48377,2023-11-13,42.495053,-83.490492,3.9,full_service,mid,casual_dining,Bar Louie - Novi,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1491,1937.0,4000 Baldwin Road,Auburn Hills,MI,48326,2023-11-13,42.7027241,-83.2994261,3.8,full_service,mid,casual_dining,Bar Louie - Auburn Hills,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1492,1937.0,2615 Medical Center Parkway STE 2395,Murfreesboro,TN,37129,2023-11-13,35.859417,-86.4443893,4.5,full_service,mid,casual_dining,Bar Louie - Murfreesboro,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1493,1937.0,314 11th Avenue South,Nashville,TN,37203,2023-11-13,36.1530965,-86.7835781,4.2,full_service,mid,casual_dining,Bar Louie - Nashville,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1494,1937.0,"4443 Lyons Road, Unit D-101",Coconut Creek,FL,33073,2023-11-13,26.2839437,-80.1888142,4.4,full_service,mid,casual_dining,Bar Louie - Coconut Creek,"American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1495,1937.0,22269 Michigan Avenue,Dearborn,MI,48124,2023-11-13,42.3047314,-83.2492581,3.9,full_service,mid,casual_dining,"Bar Louie - Dearborn, MI","American Fare, Bar, Beer, Burgers, Casual, Cocktail Bar, Cocktails, GastroPub, Group Dining, Late Night, Music, Nightclub, Salads, Sandwiches, Seafood, Takeout"
1496,1942.0,1106 King Street,Alexandria,VA,22314,2023-11-14,38.8055071,-77.0518365,4.3,full_service,mid,casual_dining,Augie’s,"American Fare, Beer, Burgers, Cocktails, Father's Day, Fries, Pasta, Seafood"
1497,2686.0,728 N Henry Street,Alexandria,VA,22314,2023-11-14,38.8134936,-77.0499476,4.3,full_service,low,casual_dining,Mason Social,"American Fare, Beer, Brunch, Cocktails, Date Night, Family Friendly, Salads, Seafood, Tacos"
1498,2304.0,116 King Street,Alexandria,VA,22314,2023-11-14,38.8040785,-77.0409071,4.2,full_service,mid,casual_dining,Urbano 116,"Casual, Cocktails, Seafood, Soups, Tacos, TexMex"
1499,2304.0,2985 District Avenue #120,Fairfax,VA,22031,2023-11-14,38.8700959,-77.2305668,4.1,full_service,mid,casual_dining,Urbano Mosaic,"Casual, Cocktails, Seafood, Soups, Tacos, TexMex"
1500,2305.0,10 Washington Blvd,Marina del Ray,CA,90292,2023-11-14,33.9789793,-118.4665996,4.3,full_service,mid,casual_dining,Whaler - Venice,"Bar, Father's Day, Pizza, Seafood"
1501,2305.0,101 Broadway,Santa Monica,CA,90401,2023-11-14,34.0129992,-118.4964463,4.1,full_service,mid,casual_dining,Whaler - Santa Monica,"Bar, Father's Day, Pizza, Seafood"
1502,2305.0,2800 West Coast Hwy,Newport Beach,CA,90401,2023-11-14,33.6207588,-117.9245111,4.2,full_service,mid,casual_dining,Whaler - Newport Beach,"Bar, Father's Day, Pizza, Seafood"
